,label,combined_symptoms
2735,Heart attack, vomiting  breathlessness  sweating  chest pain             
2736,Varicose veins, fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf          
2737,Hypothyroidism, fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation    
2738,Hyperthyroidism, fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation      
2739,Hypoglycemia, vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations     
2740,Osteoarthristis, joint pain  neck pain  knee pain  hip joint pain  swelling joints  painful walking           
2741,Arthritis, muscle weakness  stiff neck  swelling joints  movement stiffness  painful walking            
2742,(vertigo) Paroymsal  Positional Vertigo, vomiting  headache  nausea  spinning movements  loss of balance  unsteadiness           
2743,Acne, skin rash  pus filled pimples  blackheads  scurring             
2744,Urinary tract infection, burning micturition  bladder discomfort  foul smell of urine  continuous feel of urine             
2745,Psoriasis, skin rash  joint pain  skin peeling  silver like dusting  small dents in nails  inflammatory nails           
2746,Impetigo, skin rash  high fever  blister  red sore around nose  yellow crust ooze            
2747,Fungal infection,itching  skin rash  nodal skin eruptions  dischromic  patches             
2748,Allergy, continuous sneezing  shivering  chills  watering from eyes             
2749,GERD, stomach pain  acidity  ulcers on tongue  vomiting  cough  chest pain           
2750,Chronic cholestasis,itching  vomiting  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes          
2751,Drug Reaction,itching  skin rash  stomach pain  burning micturition  spotting  urination            
2752,Peptic ulcer diseae, vomiting  indigestion  loss of appetite  abdominal pain  passage of gases  internal itching           
2753,AIDS, muscle wasting  patches in throat  high fever  extra marital contacts             
2754,Diabetes , fatigue  weight loss  restlessness  lethargy  irregular sugar level  blurred and distorted vision  obesity  excessive hunger  increased appetite  polyuria       
2755,Gastroenteritis, vomiting  sunken eyes  dehydration  diarrhoea             
2756,Bronchial Asthma, fatigue  cough  high fever  breathlessness  family history  mucoid sputum           
2757,Hypertension , headache  chest pain  dizziness  loss of balance  lack of concentration            
2758,Migraine, acidity  indigestion  headache  blurred and distorted vision  excessive hunger  stiff neck  depression  irritability  visual disturbances        
2759,Cervical spondylosis, back pain  weakness in limbs  neck pain  dizziness  loss of balance            
2760,Paralysis (brain hemorrhage), vomiting  headache  weakness of one body side  altered sensorium             
2761,Jaundice,itching  vomiting  fatigue  weight loss  high fever  yellowish skin  dark urine  abdominal pain         
2762,Malaria, chills  vomiting  high fever  sweating  headache  nausea  diarrhoea  muscle pain         
2763,Chicken pox,itching  skin rash  fatigue  lethargy  high fever  headache  loss of appetite  mild fever  swelled lymph nodes  malaise  red spots over body      
2764,Dengue, skin rash  chills  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body   
2765,Typhoid, chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain      
2766,hepatitis A, joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain      
2767,Hepatitis B,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections     
2768,Hepatitis C, fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history           
2769,Hepatitis D, joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes        
2770,Hepatitis E, joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding    
2771,Alcoholic hepatitis, vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload          
2772,Tuberculosis, chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum 
2773,Common Cold, continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain
2774,Pneumonia, chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum      
2775,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus            
2776,Heart attack, vomiting  breathlessness  sweating  chest pain             
2777,Varicose veins, fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf          
2778,Hypothyroidism, fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation    
2779,Hyperthyroidism, fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation      
2780,Hypoglycemia, vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations     
2781,Osteoarthristis, joint pain  neck pain  knee pain  hip joint pain  swelling joints  painful walking           
2782,Arthritis, muscle weakness  stiff neck  swelling joints  movement stiffness  painful walking            
2783,(vertigo) Paroymsal  Positional Vertigo, vomiting  headache  nausea  spinning movements  loss of balance  unsteadiness           
2784,Acne, skin rash  pus filled pimples  blackheads  scurring             
2785,Urinary tract infection, burning micturition  bladder discomfort  foul smell of urine  continuous feel of urine             
2786,Psoriasis, skin rash  joint pain  skin peeling  silver like dusting  small dents in nails  inflammatory nails           
2787,Impetigo, skin rash  high fever  blister  red sore around nose  yellow crust ooze            
2788,Fungal infection,itching  skin rash  nodal skin eruptions  dischromic  patches             
2789,Allergy, continuous sneezing  shivering  chills  watering from eyes             
2790,GERD, stomach pain  acidity  ulcers on tongue  vomiting  cough  chest pain           
2791,Chronic cholestasis,itching  vomiting  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes          
2792,Drug Reaction,itching  skin rash  stomach pain  burning micturition  spotting  urination            
2793,Peptic ulcer diseae, vomiting  indigestion  loss of appetite  abdominal pain  passage of gases  internal itching           
2794,AIDS, muscle wasting  patches in throat  high fever  extra marital contacts             
2795,Diabetes , fatigue  weight loss  restlessness  lethargy  irregular sugar level  blurred and distorted vision  obesity  excessive hunger  increased appetite  polyuria       
2796,Gastroenteritis, vomiting  sunken eyes  dehydration  diarrhoea             
2797,Bronchial Asthma, fatigue  cough  high fever  breathlessness  family history  mucoid sputum           
2798,Hypertension , headache  chest pain  dizziness  loss of balance  lack of concentration            
2799,Migraine, acidity  indigestion  headache  blurred and distorted vision  excessive hunger  stiff neck  depression  irritability  visual disturbances        
2800,Cervical spondylosis, back pain  weakness in limbs  neck pain  dizziness  loss of balance            
2801,Paralysis (brain hemorrhage), vomiting  headache  weakness of one body side  altered sensorium             
2802,Jaundice,itching  vomiting  fatigue  weight loss  high fever  yellowish skin  dark urine  abdominal pain         
2803,Malaria, chills  vomiting  high fever  sweating  headache  nausea  diarrhoea  muscle pain         
2804,Chicken pox,itching  skin rash  fatigue  lethargy  high fever  headache  loss of appetite  mild fever  swelled lymph nodes  malaise  red spots over body      
2805,Dengue, skin rash  chills  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body   
2806,Typhoid, chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain      
2807,hepatitis A, joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain      
2808,Hepatitis B,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections     
2809,Hepatitis C, fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history           
2810,Hepatitis D, joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes        
2811,Hepatitis E, joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding    
2812,Alcoholic hepatitis, vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload          
2813,Tuberculosis, chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum 
